,x,y,timestamp,pre_x,pre_y,class,class_line,stroke_id,word_id,line_id
0,43.515625,482.235351562,1502225274.47,43.515625,482.235351562,0,0,1,1,1
1,43.515625,482.235351562,1502225274.47,43.515625,482.235351562,0,0,1,1,1
2,43.453125,482.235351562,1502225274.48,43.515625,482.235351562,0,0,1,1,1
3,43.390625,482.235351562,1502225274.48,43.453125,482.235351562,0,0,1,1,1
4,43.25,482.235351562,1502225274.49,43.390625,482.235351562,0,0,1,1,1
5,43.1875,482.235351562,1502225274.49,43.25,482.235351562,0,0,1,1,1
6,43.125,482.235351562,1502225274.49,43.1875,482.235351562,0,0,1,1,1
7,43.046875,482.235351562,1502225274.5,43.125,482.235351562,0,0,1,1,1
8,42.984375,482.235351562,1502225274.5,43.046875,482.235351562,0,0,1,1,1
9,42.921875,482.235351562,1502225274.51,42.984375,482.235351562,0,0,1,1,1
10,42.921875,482.235351562,1502225274.51,42.921875,482.235351562,0,0,1,1,1
11,42.859375,482.29788208,1502225274.51,42.921875,482.235351562,0,0,1,1,1
12,42.859375,482.360412598,1502225274.52,42.859375,482.29788208,0,0,1,1,1
13,42.859375,482.485473633,1502225274.52,42.859375,482.360412598,0,0,1,1,1
14,42.859375,482.568847656,1502225274.53,42.859375,482.485473633,0,0,1,1,1
15,42.859375,482.631378174,1502225274.53,42.859375,482.568847656,0,0,1,1,1
16,42.859375,482.693908691,1502225274.54,42.859375,482.631378174,0,0,1,1,1
17,42.859375,482.756439209,1502225274.54,42.859375,482.693908691,0,0,1,1,1
18,42.859375,482.818969727,1502225274.54,42.859375,482.756439209,0,0,1,1,1
19,42.859375,482.818969727,1502225274.55,42.859375,482.818969727,0,0,1,1,1
20,42.859375,482.818969727,1502225274.55,42.859375,482.818969727,0,0,1,1,1
21,42.921875,482.818969727,1502225274.56,42.859375,482.818969727,0,0,1,1,1
22,43.1875,482.360412598,1502225274.56,42.921875,482.818969727,0,0,1,1,1
23,43.65625,481.755950928,1502225274.56,43.1875,482.360412598,0,0,1,1,1
24,44.375,480.776306152,1502225274.57,43.65625,481.755950928,0,0,1,1,1
25,45.171875,479.713287354,1502225274.57,44.375,480.776306152,0,0,1,1,1
26,46.046875,478.316772461,1502225274.58,45.171875,479.713287354,0,0,1,1,1
27,47.03125,476.795196533,1502225274.58,46.046875,478.316772461,0,0,1,1,1
28,47.890625,475.273620605,1502225274.59,47.03125,476.795196533,0,0,1,1,1
29,48.890625,473.626983643,1502225274.59,47.890625,475.273620605,0,0,1,1,1
30,50.015625,471.62600708,1502225274.59,48.890625,473.626983643,0,0,1,1,1
31,50.8125,470.187805176,1502225274.6,50.015625,471.62600708,0,0,1,1,1
32,51.8125,468.395263672,1502225274.6,50.8125,470.187805176,0,0,1,1,1
33,52.8125,466.665252686,1502225274.61,51.8125,468.395263672,0,0,1,1,1
34,54.0625,464.810180664,1502225274.61,52.8125,466.665252686,0,0,1,1,1
35,55.0,463.434509277,1502225274.61,54.0625,464.810180664,0,0,1,1,1
36,56.328125,461.579437256,1502225274.62,55.0,463.434509277,0,0,1,1,1
37,57.390625,460.1829223630001,1502225274.62,56.328125,461.579437256,0,0,1,1,1
38,58.71875,458.661346436,1502225274.63,57.390625,460.1829223630001,0,0,1,1,1
39,59.96875,457.139770508,1502225274.63,58.71875,458.661346436,0,0,1,1,1
40,61.171875,455.805786133,1502225274.64,59.96875,457.139770508,0,0,1,1,1
41,62.234375,454.617706299,1502225274.64,61.171875,455.805786133,0,0,1,1,1
42,63.296875,453.429626465,1502225274.64,62.234375,454.617706299,0,0,1,1,1
43,64.09375,452.637573242,1502225274.65,63.296875,453.429626465,0,0,1,1,1
44,64.75,451.908050537,1502225274.65,64.09375,452.637573242,0,0,1,1,1
45,65.34375,451.366119385,1502225274.66,64.75,451.908050537,0,0,1,1,1
46,65.75,451.032623291,1502225274.66,65.34375,451.366119385,0,0,1,1,1
47,66.015625,450.782501221,1502225274.66,65.75,451.032623291,0,0,1,1,1
48,66.203125,450.71997070300006,1502225274.67,66.015625,450.782501221,0,0,1,1,1
49,66.28125,450.71997070300006,1502225274.67,66.203125,450.71997070300006,0,0,1,1,1
50,66.40625,450.71997070300006,1502225274.68,66.28125,450.71997070300006,0,0,1,1,1
51,66.46875,450.8450317380001,1502225274.68,66.40625,450.71997070300006,0,0,1,1,1
52,66.546875,451.574554443,1502225274.69,66.46875,450.8450317380001,0,0,1,1,1
53,66.609375,452.575042725,1502225274.69,66.546875,451.574554443,0,0,1,1,1
54,66.609375,453.888183594,1502225274.69,66.609375,452.575042725,0,0,1,1,1
55,66.609375,455.222167969,1502225274.7,66.609375,453.888183594,0,0,1,1,1
56,66.546875,456.931335449,1502225274.7,66.609375,455.222167969,0,0,1,1,1
57,66.203125,458.72387695300006,1502225274.71,66.546875,456.931335449,0,0,1,1,1
58,65.609375,460.912445068,1502225274.71,66.203125,458.72387695300006,0,0,1,1,1
59,65.15625,462.559082031,1502225274.71,65.609375,460.912445068,0,0,1,1,1
60,64.484375,464.872711182,1502225274.72,65.15625,462.559082031,0,0,1,1,1
61,63.890625,466.936218262,1502225274.72,64.484375,464.872711182,0,0,1,1,1
62,63.359375,468.791290283,1502225274.73,63.890625,466.936218262,0,0,1,1,1
63,62.6875,470.979858398,1502225274.73,63.359375,468.791290283,0,0,1,1,1
64,62.15625,472.8974609380001,1502225274.74,62.6875,470.979858398,0,0,1,1,1
65,61.703125,474.815063477,1502225274.74,62.15625,472.8974609380001,0,0,1,1,1
66,61.234375,476.5450744630001,1502225274.74,61.703125,474.815063477,0,0,1,1,1
67,60.96875,477.795684814,1502225274.75,61.234375,476.5450744630001,0,0,1,1,1
68,60.84375,479.046295166,1502225274.75,60.96875,477.795684814,0,0,1,1,1
69,60.765625,479.838348389,1502225274.76,60.84375,479.046295166,0,0,1,1,1
70,60.765625,480.505340576,1502225274.76,60.765625,479.838348389,0,0,1,1,1
71,60.765625,480.9013671880001,1502225274.76,60.765625,480.505340576,0,0,1,1,1
72,60.765625,481.172332764,1502225274.77,60.765625,480.9013671880001,0,0,1,1,1
73,61.09375,481.234863281,1502225274.77,60.765625,481.172332764,0,0,1,1,1
74,61.625,481.234863281,1502225274.78,61.09375,481.234863281,0,0,1,1,1
75,62.359375,480.963897705,1502225274.78,61.625,481.234863281,0,0,1,1,1
76,63.15625,480.171844482,1502225274.79,62.359375,480.963897705,0,0,1,1,1
77,64.15625,479.046295166,1502225274.79,63.15625,480.171844482,0,0,1,1,1
78,65.078125,477.795684814,1502225274.79,64.15625,479.046295166,0,0,1,1,1
79,66.078125,476.5450744630001,1502225274.8,65.078125,477.795684814,0,0,1,1,1
80,67.203125,474.877593994,1502225274.8,66.078125,476.5450744630001,0,0,1,1,1
81,68.265625,473.230957031,1502225274.81,67.203125,474.877593994,0,0,1,1,1
82,69.46875,471.229980469,1502225274.81,68.265625,473.230957031,0,0,1,1,1
83,70.453125,469.854309082,1502225274.81,69.46875,471.229980469,0,0,1,1,1
84,71.78125,467.790802002,1502225274.82,70.453125,469.854309082,0,0,1,1,1
85,72.90625,466.269226074,1502225274.82,71.78125,467.790802002,0,0,1,1,1
86,74.171875,464.47668457,1502225274.83,72.90625,466.269226074,0,0,1,1,1
87,75.5,462.704986572,1502225274.83,74.171875,464.47668457,0,0,1,1,1
88,76.765625,461.183410645,1502225274.84,75.5,462.704986572,0,0,1,1,1
89,78.09375,459.578460693,1502225274.84,76.765625,461.183410645,0,0,1,1,1
90,79.484375,457.994354248,1502225274.84,78.09375,459.578460693,0,0,1,1,1
91,80.671875,456.681213379,1502225274.85,79.484375,457.994354248,0,0,1,1,1
92,81.734375,455.61819458,1502225274.85,80.671875,456.681213379,0,0,1,1,1
93,82.671875,454.617706299,1502225274.86,81.734375,455.61819458,0,0,1,1,1
94,83.328125,454.013244629,1502225274.86,82.671875,454.617706299,0,0,1,1,1
95,83.796875,453.617218018,1502225274.86,83.328125,454.013244629,0,0,1,1,1
96,84.265625,453.283721924,1502225274.87,83.796875,453.617218018,0,0,1,1,1
97,84.453125,453.096130371,1502225274.87,84.265625,453.283721924,0,0,1,1,1
98,84.59375,453.033599854,1502225274.88,84.453125,453.096130371,0,0,1,1,1
99,84.71875,453.033599854,1502225274.88,84.59375,453.033599854,0,0,1,1,1
100,84.78125,453.096130371,1502225274.89,84.71875,453.033599854,0,0,1,1,1
101,84.78125,453.5546875,1502225274.89,84.78125,453.096130371,0,0,1,1,1
102,84.78125,454.492645264,1502225274.89,84.78125,453.5546875,0,0,1,1,1
103,84.78125,455.472290039,1502225274.9,84.78125,454.492645264,0,0,1,1,1
104,84.328125,457.07723999,1502225274.9,84.78125,455.472290039,0,0,1,1,1
105,83.796875,458.661346436,1502225274.91,84.328125,457.07723999,0,0,1,1,1
106,82.9375,460.766540527,1502225274.91,83.796875,458.661346436,0,0,1,1,1
107,82.140625,462.371490479,1502225274.91,82.9375,460.766540527,0,0,1,1,1
108,80.9375,464.747650146,1502225274.92,82.140625,462.371490479,0,0,1,1,1
109,79.875,466.811157227,1502225274.92,80.9375,464.747650146,0,0,1,1,1
110,78.8125,468.666229248,1502225274.93,79.875,466.811157227,0,0,1,1,1
111,77.5625,470.833953857,1502225274.93,78.8125,468.666229248,0,0,1,1,1
112,76.359375,473.022521973,1502225274.94,77.5625,470.833953857,0,0,1,1,1
113,75.296875,475.086029053,1502225274.94,76.359375,473.022521973,0,0,1,1,1
114,74.234375,477.337127686,1502225274.94,75.296875,475.086029053,0,0,1,1,1
115,73.4375,479.108825684,1502225274.95,74.234375,477.337127686,0,0,1,1,1
116,72.578125,481.359924316,1502225274.95,73.4375,479.108825684,0,0,1,1,1
117,71.84375,483.694396973,1502225274.96,72.578125,481.359924316,0,0,1,1,1
118,71.3125,485.862121582,1502225274.96,71.84375,483.694396973,0,0,1,1,1
119,71.125,487.592132568,1502225274.96,71.3125,485.862121582,0,0,1,1,1
120,71.046875,489.572265625,1502225274.97,71.125,487.592132568,0,0,1,1,1
121,71.046875,491.364807129,1502225274.97,71.046875,489.572265625,0,0,1,1,1
122,71.1875,493.094818115,1502225274.98,71.046875,491.364807129,0,0,1,1,1
123,71.78125,494.553863525,1502225274.98,71.1875,493.094818115,0,0,1,1,1
124,99.984375,481.69342041,1502225275.09,99.25,494.553863525,0,0,2,1,1
125,100.375,480.380279541,1502225275.09,99.984375,481.69342041,0,0,2,1,1
126,100.78125,479.046295166,1502225275.09,100.375,480.380279541,0,0,2,1,1
127,100.984375,478.066650391,1502225275.1,100.78125,479.046295166,0,0,2,1,1
128,101.109375,477.128692627,1502225275.1,100.984375,478.066650391,0,0,2,1,1
129,101.109375,476.461700439,1502225275.11,101.109375,477.128692627,0,0,2,1,1
130,101.109375,475.669647217,1502225275.11,101.109375,476.461700439,0,0,2,1,1
131,101.109375,475.086029053,1502225275.11,101.109375,475.669647217,0,0,2,1,1
132,101.109375,474.356506348,1502225275.12,101.109375,475.086029053,0,0,2,1,1
133,101.109375,473.752044678,1502225275.12,101.109375,474.356506348,0,0,2,1,1
134,100.84375,473.08505249,1502225275.13,101.109375,473.752044678,0,0,2,1,1
135,100.515625,472.563964844,1502225275.13,100.84375,473.08505249,0,0,2,1,1
136,100.046875,472.042877197,1502225275.14,100.515625,472.563964844,0,0,2,1,1
137,99.578125,471.62600708,1502225275.14,100.046875,472.042877197,0,0,2,1,1
138,99.125,471.313354492,1502225275.14,99.578125,471.62600708,0,0,2,1,1
139,98.65625,471.104919434,1502225275.15,99.125,471.313354492,0,0,2,1,1
140,98.0625,471.042388916,1502225275.15,98.65625,471.104919434,0,0,2,1,1
141,97.46875,471.042388916,1502225275.16,98.0625,471.042388916,0,0,2,1,1
142,96.671875,471.042388916,1502225275.16,97.46875,471.042388916,0,0,2,1,1
143,96.0625,471.042388916,1502225275.16,96.671875,471.042388916,0,0,2,1,1
144,95.140625,471.37588501,1502225275.17,96.0625,471.042388916,0,0,2,1,1
145,94.34375,471.896972656,1502225275.17,95.140625,471.37588501,0,0,2,1,1
146,93.421875,472.626495361,1502225275.18,94.34375,471.896972656,0,0,2,1,1
147,92.421875,473.481079102,1502225275.18,93.421875,472.626495361,0,0,2,1,1
148,91.5625,474.419036865,1502225275.19,92.421875,473.481079102,0,0,2,1,1
149,90.5,475.607116699,1502225275.19,91.5625,474.419036865,0,0,2,1,1
150,89.5625,476.941101074,1502225275.19,90.5,475.607116699,0,0,2,1,1
151,88.640625,478.254241943,1502225275.2,89.5625,476.941101074,0,0,2,1,1
152,87.703125,479.775817871,1502225275.2,88.640625,478.254241943,0,0,2,1,1
153,86.84375,481.297393799,1502225275.21,87.703125,479.775817871,0,0,2,1,1
154,85.984375,482.90234375,1502225275.21,86.84375,481.297393799,0,0,2,1,1
155,85.3125,484.278015137,1502225275.21,85.984375,482.90234375,0,0,2,1,1
156,84.65625,485.799591064,1502225275.22,85.3125,484.278015137,0,0,2,1,1
157,84.265625,486.925140381,1502225275.22,84.65625,485.799591064,0,0,2,1,1
158,83.859375,488.1965942380001,1502225275.23,84.265625,486.925140381,0,0,2,1,1
159,83.734375,489.113708496,1502225275.23,83.859375,488.1965942380001,0,0,2,1,1
160,83.734375,489.843231201,1502225275.24,83.734375,489.113708496,0,0,2,1,1
161,83.734375,490.447692871,1502225275.24,83.734375,489.843231201,0,0,2,1,1
162,83.921875,490.781188965,1502225275.24,83.734375,490.447692871,0,0,2,1,1
163,84.59375,490.843719482,1502225275.25,83.921875,490.781188965,0,0,2,1,1
164,85.65625,490.843719482,1502225275.25,84.59375,490.843719482,0,0,2,1,1
165,86.984375,490.635284424,1502225275.26,85.65625,490.843719482,0,0,2,1,1
166,88.4375,489.905761719,1502225275.26,86.984375,490.635284424,0,0,2,1,1
167,89.890625,488.988647461,1502225275.26,88.4375,489.905761719,0,0,2,1,1
168,91.75,487.717193604,1502225275.27,89.890625,488.988647461,0,0,2,1,1
169,93.015625,486.73754882800006,1502225275.27,91.75,487.717193604,0,0,2,1,1
170,94.46875,485.466094971,1502225275.28,93.015625,486.73754882800006,0,0,2,1,1
171,95.609375,484.340545654,1502225275.28,94.46875,485.466094971,0,0,2,1,1
172,96.671875,483.2149963380001,1502225275.29,95.609375,484.340545654,0,0,2,1,1
173,97.59375,482.089447021,1502225275.29,96.671875,483.2149963380001,0,0,2,1,1
174,98.453125,480.963897705,1502225275.29,97.59375,482.089447021,0,0,2,1,1
175,99.125,480.046783447,1502225275.3,98.453125,480.963897705,0,0,2,1,1
176,99.71875,479.192199707,1502225275.3,99.125,480.046783447,0,0,2,1,1
177,100.1875,478.462677002,1502225275.31,99.71875,479.192199707,0,0,2,1,1
178,100.578125,477.795684814,1502225275.31,100.1875,478.462677002,0,0,2,1,1
179,100.84375,477.253753662,1502225275.31,100.578125,477.795684814,0,0,2,1,1
180,101.046875,476.795196533,1502225275.32,100.84375,477.253753662,0,0,2,1,1
181,101.171875,476.461700439,1502225275.32,101.046875,476.795196533,0,0,2,1,1
182,101.25,476.211578369,1502225275.33,101.171875,476.461700439,0,0,2,1,1
183,101.3125,476.06567382800006,1502225275.33,101.25,476.211578369,0,0,2,1,1
184,101.375,476.003143311,1502225275.34,101.3125,476.06567382800006,0,0,2,1,1
185,101.375,476.003143311,1502225275.34,101.375,476.003143311,0,0,2,1,1
