,x,y,timestamp,pre_x,pre_y,class,class_line,stroke_id,word_id,line_id
0,189.421875,606.1916503909999,1502225395.0,189.484375,606.1916503909999,1,1,1,52,10
1,189.15625,605.587219238,1502225395.0,189.421875,606.1916503909999,1,1,1,52,10
2,188.828125,604.982788086,1502225395.01,189.15625,605.587219238,1,1,1,52,10
3,188.5625,604.5241699219999,1502225395.01,188.828125,604.982788086,1,1,1,52,10
4,188.234375,604.0656738280001,1502225395.02,188.5625,604.5241699219999,1,1,1,52,10
5,187.96875,603.7321777340001,1502225395.02,188.234375,604.0656738280001,1,1,1,52,10
6,187.703125,603.336120605,1502225395.03,187.96875,603.7321777340001,1,1,1,52,10
7,187.4375,603.002624512,1502225395.03,187.703125,603.336120605,1,1,1,52,10
8,187.171875,602.669128418,1502225395.03,187.4375,603.002624512,1,1,1,52,10
9,186.90625,602.419006348,1502225395.04,187.171875,602.669128418,1,1,1,52,10
10,186.5,602.210571289,1502225395.04,186.90625,602.419006348,1,1,1,52,10
11,186.234375,602.085510254,1502225395.05,186.5,602.210571289,1,1,1,52,10
12,185.703125,602.00213623,1502225395.05,186.234375,602.085510254,1,1,1,52,10
13,185.171875,602.00213623,1502225395.05,185.703125,602.00213623,1,1,1,52,10
14,184.453125,602.00213623,1502225395.06,185.171875,602.00213623,1,1,1,52,10
15,183.71875,602.419006348,1502225395.06,184.453125,602.00213623,1,1,1,52,10
16,182.53125,603.27355957,1502225395.07,183.71875,602.419006348,1,1,1,52,10
17,181.390625,604.336608887,1502225395.07,182.53125,603.27355957,1,1,1,52,10
18,180.140625,605.649780273,1502225395.08,181.390625,604.336608887,1,1,1,52,10
19,178.734375,607.233886719,1502225395.08,180.140625,605.649780273,1,1,1,52,10
20,177.484375,608.963867188,1502225395.08,178.734375,607.233886719,1,1,1,52,10
21,176.15625,611.15246582,1502225395.09,177.484375,608.963867188,1,1,1,52,10
22,175.03125,613.4035644530001,1502225395.09,176.15625,611.15246582,1,1,1,52,10
23,174.09375,615.592102051,1502225395.1,175.03125,613.4035644530001,1,1,1,52,10
24,173.234375,618.093322754,1502225395.1,174.09375,615.592102051,1,1,1,52,10
25,172.703125,620.490356445,1502225395.1,173.234375,618.093322754,1,1,1,52,10
26,172.234375,623.1374511719999,1502225395.11,172.703125,620.490356445,1,1,1,52,10
27,172.046875,625.51361084,1502225395.11,172.234375,623.1374511719999,1,1,1,52,10
28,171.84375,628.223266602,1502225395.12,172.046875,625.51361084,1,1,1,52,10
29,171.78125,630.8078613280001,1502225395.12,171.84375,628.223266602,1,1,1,52,10
30,171.78125,633.1423339840001,1502225395.13,171.78125,630.8078613280001,1,1,1,52,10
31,171.78125,635.643554688,1502225395.13,171.78125,633.1423339840001,1,1,1,52,10
32,171.78125,638.228149414,1502225395.13,171.78125,635.643554688,1,1,1,52,10
33,171.78125,640.1457519530001,1502225395.14,171.78125,638.228149414,1,1,1,52,10
34,171.96875,642.66784668,1502225395.14,171.78125,640.1457519530001,1,1,1,52,10
35,172.109375,644.5228881840001,1502225395.15,171.96875,642.66784668,1,1,1,52,10
36,172.3125,646.711425781,1502225395.15,172.109375,644.5228881840001,1,1,1,52,10
37,172.4375,648.50402832,1502225395.15,172.3125,646.711425781,1,1,1,52,10
38,172.578125,650.2131347659999,1502225395.16,172.4375,648.50402832,1,1,1,52,10
39,172.640625,651.4637451169999,1502225395.16,172.578125,650.2131347659999,1,1,1,52,10
40,172.765625,652.7977294919999,1502225395.17,172.640625,651.4637451169999,1,1,1,52,10
41,172.96875,653.65234375,1502225395.17,172.765625,652.7977294919999,1,1,1,52,10
42,173.109375,654.444396973,1502225395.18,172.96875,653.65234375,1,1,1,52,10
43,173.296875,655.048828125,1502225395.18,173.109375,654.444396973,1,1,1,52,10
44,173.4375,655.444885254,1502225395.18,173.296875,655.048828125,1,1,1,52,10
45,173.5625,655.653320312,1502225395.19,173.4375,655.444885254,1,1,1,52,10
46,173.703125,655.778381348,1502225395.19,173.5625,655.653320312,1,1,1,52,10
47,173.828125,655.778381348,1502225395.2,173.703125,655.778381348,1,1,1,52,10
48,165.796875,637.70703125,1502225395.28,165.875,655.778381348,1,1,2,52,10
49,165.609375,636.915039062,1502225395.28,165.796875,637.70703125,1,1,2,52,10
50,165.203125,636.248046875,1502225395.28,165.609375,636.915039062,1,1,2,52,10
51,165.0,635.914550781,1502225395.29,165.203125,636.248046875,1,1,2,52,10
52,164.8125,635.789428711,1502225395.29,165.0,635.914550781,1,1,2,52,10
53,164.734375,635.706054688,1502225395.3,164.8125,635.789428711,1,1,2,52,10
54,164.734375,635.706054688,1502225395.3,164.734375,635.706054688,1,1,2,52,10
55,164.734375,635.706054688,1502225395.3,164.734375,635.706054688,1,1,2,52,10
56,164.734375,635.706054688,1502225395.31,164.734375,635.706054688,1,1,2,52,10
57,164.734375,635.706054688,1502225395.31,164.734375,635.706054688,1,1,2,52,10
58,164.734375,635.706054688,1502225395.32,164.734375,635.706054688,1,1,2,52,10
59,164.734375,635.706054688,1502225395.32,164.734375,635.706054688,1,1,2,52,10
60,164.734375,635.706054688,1502225395.33,164.734375,635.706054688,1,1,2,52,10
61,164.734375,635.706054688,1502225395.33,164.734375,635.706054688,1,1,2,52,10
62,164.8125,635.706054688,1502225395.33,164.734375,635.706054688,1,1,2,52,10
63,165.203125,635.706054688,1502225395.34,164.8125,635.706054688,1,1,2,52,10
64,165.9375,635.706054688,1502225395.34,165.203125,635.706054688,1,1,2,52,10
65,166.734375,635.706054688,1502225395.35,165.9375,635.706054688,1,1,2,52,10
66,167.921875,635.706054688,1502225395.35,166.734375,635.706054688,1,1,2,52,10
67,169.390625,635.706054688,1502225395.35,167.921875,635.706054688,1,1,2,52,10
68,170.984375,635.518493652,1502225395.36,169.390625,635.706054688,1,1,2,52,10
69,172.578125,635.247558594,1502225395.36,170.984375,635.518493652,1,1,2,52,10
70,174.5,634.9140625,1502225395.37,172.578125,635.247558594,1,1,2,52,10
71,176.28125,634.580566406,1502225395.37,174.5,634.9140625,1,1,2,52,10
72,178.21875,634.330444336,1502225395.38,176.28125,634.580566406,1,1,2,52,10
73,179.9375,634.1219482419999,1502225395.38,178.21875,634.330444336,1,1,2,52,10
74,181.46875,633.9969482419999,1502225395.38,179.9375,634.1219482419999,1,1,2,52,10
75,182.984375,633.9969482419999,1502225395.39,181.46875,633.9969482419999,1,1,2,52,10
76,184.375,633.9969482419999,1502225395.39,182.984375,633.9969482419999,1,1,2,52,10
77,185.578125,633.9969482419999,1502225395.4,184.375,633.9969482419999,1,1,2,52,10
